,project,GitHub,R1,R5,R10,number-of-commits,number-of-entities,number-of-entities-changed,number-of-authors,max-age-months,avg-age-months,avg2-degree-coupling,avg2-strength-communication,avg2-author-revs-effort,avg2-total-revs-effort,avg2-ownership-added,avg2-ownership-deleted,avg-author-churn-added,avg-author-churn-deleted,avg-author-churn-commits,avg-entity-churn-added,avg-entity-churn-deleted,avg-entity-churn-commits,avg-fragmentation-fractal-value,avg-fragmentation-total-revs,avg-main-dev-ownership,avg-refactoring-main-dev-ownership,avg-revisions,avg-soc
54,redisson,https://github.com/redisson/redisson.git ,0.6938,0.1608,0.0259,8659.0,5115.0,47778.0,238.0,133.0,47.00899315738025,58.81874275748931,17.988832636178294,4.354815741219915,9.340762463343108,94.38809681709111,24.579385912070922,3411.218487394958,1145.81512605042,36.38235294117647,158.72336265884653,53.314565004887584,9.340762463343108,0.1199920430107538,9.340762463343108,0.8058455522971635,0.6919002932551305,9.340762463343108,2585.2355329949237
55,xerces2-j,https://github.com/apache/xerces2-j.git,0.7681,0.2674,0.0715,5505.0,2696.0,18543.0,33.0,303.0,245.8809347181009,61.09571227778947,6.654891322998989,2.249854027237187,6.877967359050445,116.36977259645427,77.11198169251742,24716.39393939394,15200.242424242424,166.8181818181818,302.5374629080119,186.05637982195844,6.877967359050445,0.3174840504451087,6.877967359050445,0.773086053412461,0.7734755192878359,6.877967359050445,346.4309262166405
56,auto,https://github.com/google/auto.git ,0.9258,0.6802,0.4626,1742.0,830.0,5621.0,132.0,141.0,83.89518072289157,55.337452718221954,17.756560788283405,2.000707191571696,6.772289156626506,49.73191936474383,21.746311296425482,924.1515151515151,417.6969696969697,13.196969696969697,146.9734939759036,66.4289156626506,6.772289156626506,0.24136144578313226,6.772289156626506,0.7481325301204826,0.6274939759036146,6.772289156626506,180.05935483870968
57,dubbo,https://github.com/apache/dubbo.git,0.7833,0.295,0.087,7808.0,18873.0,72819.0,665.0,160.0,66.58379695861814,56.346469861666336,6.149771946339767,1.4345131616304372,3.8583690987124464,30.174181296746497,17.270076814957626,2254.667669172932,1476.6616541353383,11.741353383458646,79.44439145869761,52.03094367615112,3.8583690987124464,0.24279081227148797,3.8583690987124464,0.6595369045726658,0.5921252583055135,3.8583690987124464,1895.1284607466002
58,hibernate-orm,https://github.com/hibernate/hibernate-orm.git ,0.5,0.0312,0.001,20369.0,82237.0,244511.0,738.0,211.0,106.36837433272129,55.07529220658184,4.106360193369558,1.4233140463034972,2.9732480513637416,39.54139412919717,28.13875749079539,8402.489159891598,5878.677506775068,27.600271002710027,75.40446514342692,52.755620949207774,2.9732480513637416,0.18531366659777843,2.9732480513637416,0.6625880078309968,0.5651693276748813,2.9732480513637416,5909.520351306781
59,lucene,https://github.com/apache/lucene.git ,0.3481,0.0051,0.0,36884.0,61945.0,279603.0,498.0,281.0,117.73432884010009,54.72833341579319,5.098044505542818,1.4461246161438641,4.513729921704738,47.76031841298086,35.17736882157573,15459.048192771084,12597.022088353413,74.06425702811245,124.28131406893212,101.27237065138429,4.513729921704738,0.25785942368229153,4.513729921704738,0.5645249818387271,0.5213516829445435,4.513729921704738,2325.675148755111
60,retrofit,https://github.com/square/retrofit.git ,0.9779,0.8941,0.7994,1500.0,1802.0,7198.0,195.0,172.0,83.05327413984462,59.18746262536133,28.04921013140911,1.932658875041522,3.9944506104328523,56.585248314158186,14.920194773888381,801.0666666666667,312.01025641025643,7.6923076923076925,86.68590455049944,33.76359600443951,3.9944506104328523,0.12541620421753566,3.9944506104328523,0.8623418423973366,0.6341786903440627,3.9944506104328523,156.27142857142857
61,xmlgraphics-batik,https://github.com/apache/xmlgraphics-batik.git,0.8838,0.5393,0.2908,3562.0,11044.0,41153.0,22.0,292.0,180.53377399492936,57.297646634411336,5.929529036494981,1.7449006648006107,3.7262767113364723,40.574777076619704,23.137948459193026,50967.36363636364,27093.454545454544,161.9090909090909,101.52861282144151,53.97102499094531,3.7262767113364723,0.20423487866715204,3.7262767113364723,0.4350407461064829,0.4201729445852945,3.7262767113364723,1680.5858140389562
62,bc-java,https://github.com/bcgit/bc-java.git ,0.6941,0.1612,0.026,14479.0,13580.0,72068.0,145.0,140.0,54.198232695139914,56.519751062510196,4.028313532719014,3.2424970778689484,5.306921944035346,173.361063012834,72.3039297695023,25707.862068965518,10977.413793103447,99.8551724137931,274.49484536082474,117.21097201767304,5.306921944035346,0.13352746686303868,5.306921944035346,0.6987466863033817,0.4735861561119285,5.306921944035346,1360.9422959339652
63,elasticsearch,https://github.com/elastic/elasticsearch.git ,0.1275,0.0,0.0,78541.0,150650.0,679248.0,2177.0,180.0,72.6322402920677,53.70852461008769,9.714093012035915,1.4584344883293163,4.50878194490541,30.641161922283583,14.2653820608269,5836.078548461185,3195.172714745062,36.07762976573266,84.33549950215732,46.172525721871885,4.50878194490541,0.26373026883508627,4.50878194490541,0.6179054629936921,0.5458358446730707,4.50878194490541,4274.450737675913
64,maven,https://github.com/apache/maven.git,0.6853,0.1512,0.0229,15006.0,29417.0,96079.0,256.0,254.0,123.5648434578645,55.21296823288454,10.520023088655208,1.4606929102237343,3.2661046333752592,25.90673791513607,16.368085420100904,6224.59765625,4149.06640625,58.6171875,54.169255872454706,36.107046945643674,3.2661046333752592,0.17628333956554662,3.2661046333752592,0.6137995036883361,0.4812944895808492,3.2661046333752592,1007.9991031390134
65,rocketmq,https://github.com/apache/rocketmq.git ,0.7735,0.2768,0.0766,7698.0,6803.0,46448.0,701.0,141.0,55.89254740555637,53.929341447675824,17.707540540052015,1.9504305649952096,6.827576069381156,64.30502886110145,40.40285444827756,1834.0784593437945,990.9786019971469,10.981455064194009,188.98853447008673,102.11318535940026,6.827576069381156,0.2533896810230775,6.827576069381156,0.7495354990445376,0.6195604880199915,6.827576069381156,891.2612100737101
66,xstream,https://github.com/x-stream/xstream.git,0.9647,0.8356,0.6982,2879.0,1743.0,10883.0,45.0,256.0,149.68961560527825,54.97150537634409,10.124454978562751,2.743669928114851,6.243832472748135,59.54303289223686,30.930787756261083,4507.822222222222,2302.0,63.977777777777774,116.38095238095238,59.43201376936317,6.243832472748135,0.20605966724039002,6.243832472748135,0.7539013195639699,0.7097590361445788,6.243832472748135,262.93570536828963
67,beam,https://github.com/apache/beam.git ,0.3587,0.0059,0.0,32090.0,55269.0,211606.0,1506.0,123.0,71.56509073802674,52.81737861100918,6.309323701207739,1.3066812224119158,3.8286562087246017,72.26983994983178,43.96744799575354,4661.472775564409,2638.9980079681277,21.308100929614874,127.01836472525285,71.90886392009988,3.8286562087246017,0.18274788760427144,3.8286562087246017,0.5785170529591651,0.4659376865874141,3.8286562087246017,2410.7614100116066
68,error-prone,https://github.com/google/error-prone.git,0.7836,0.2955,0.0873,6499.0,5218.0,31730.0,341.0,161.0,66.22690686086624,58.80975568004979,8.891305304685483,1.8243828672974953,6.080873898045228,85.33742082204554,23.31320325471399,2833.3401759530793,1037.4604105571848,19.058651026392962,185.16078957454963,67.79877347642775,6.080873898045228,0.34998447681104106,6.080873898045228,0.7476561901111505,0.6683863549252581,6.080873898045228,1077.79034004765
69,htmlunit,https://github.com/HtmlUnit/htmlunit.git ,0.5676,0.0589,0.0035,20654.0,51330.0,190651.0,55.0,269.0,109.66325735437366,52.655961901693615,7.081469056064584,1.9720125456507687,3.714221702707968,165.1262504058705,117.26259645029515,182790.4909090909,141844.1090909091,375.5272727272727,195.85967270601986,151.9857003701539,3.714221702707968,0.062019851938437995,3.714221702707968,0.5428647964153505,0.4147280342879403,3.714221702707968,2871.8104973461764
70,microprofile,https://github.com/eclipse/microprofile.git ,0.9902,0.9518,0.9059,406.0,98.0,846.0,43.0,102.0,64.68367346938776,70.75,36.36387032814477,1.5742988587376343,8.63265306122449,21.290180907527848,16.259274054554663,169.58139534883722,101.13953488372093,9.44186046511628,74.40816326530613,44.37755102040816,8.63265306122449,0.2348979591836735,8.63265306122449,0.586938775510204,0.4893877551020408,8.63265306122449,29.216867469879517
71,shardingsphere,https://github.com/apache/shardingsphere.git ,0.3697,0.0069,0.0,42334.0,187917.0,439885.0,792.0,109.0,46.31630986020424,62.563425572993594,3.0607640204043087,1.449706941248612,2.34084728896268,19.74696032071744,15.449151987139121,7334.310606060606,5613.214646464647,53.4520202020202,30.911381088459265,23.65760415502589,2.34084728896268,0.0944002405317383,2.34084728896268,0.615546438055095,0.5830034004374207,2.34084728896268,1067.8087876051782
72,zeppelin,https://github.com/apache/zeppelin.git ,0.7784,0.2857,0.0816,5144.0,6945.0,30295.0,583.0,138.0,86.12886969042476,51.962424335320925,11.054704382905125,1.509299714507671,4.362131029517639,94.15019842526381,61.636965020396964,2208.1938250428816,1393.4271012006861,8.823327615780446,185.36745860331175,116.97163426925846,4.362131029517639,0.20926882649388256,4.362131029517639,0.6408809215262773,0.5127904967602593,4.362131029517639,330.96507462686566
73,bitcoinj,https://github.com/bitcoinj/bitcoinj.git ,0.8472,0.4364,0.1905,5124.0,3439.0,20076.0,153.0,167.0,114.92090724047688,46.8048873998342,10.288179043385123,2.2219404327615533,5.837743530095958,78.77239778306202,62.698531065529146,3460.1045751633987,2775.4901960784314,33.490196078431374,153.93893573713288,123.48066298342542,5.837743530095958,0.17093224774643792,5.837743530095958,0.8016603663855772,0.7720122128525734,5.837743530095958,618.2554246745195
74,eureka,https://github.com/Netflix/eureka.git,0.9754,0.8828,0.7794,1211.0,1141.0,4811.0,143.0,154.0,117.8159509202454,49.398373983739845,15.934269825873255,1.7279663553391846,4.216476774758983,88.70304652265312,42.99709543012372,1167.3076923076924,578.5174825174826,8.468531468531468,146.2971078001753,72.5048203330412,4.216476774758983,0.19325241016652034,4.216476774758983,0.7248290972830859,0.584960560911481,4.216476774758983,126.53633854645814
75,ignite,https://github.com/apache/ignite.git ,0.364,0.0064,0.0,23130.0,55208.0,260197.0,493.0,132.0,88.04894218229242,54.545309773835264,2.5433643487162687,1.5524186951886956,4.71303072018548,60.06379230533133,29.475090038815416,15019.76673427992,8403.381338742394,46.91683569979716,134.12449282712652,75.04106288943632,4.71303072018548,0.26320478916099527,4.71303072018548,0.7609036733806671,0.6510551007100374,4.71303072018548,2124.9613892446773
76,mockito,https://github.com/mockito/mockito.git ,0.8804,0.5291,0.2799,5720.0,7814.0,29104.0,340.0,207.0,114.3306885078065,54.40157881334351,14.981059420163902,2.0222129285918014,3.7245968773995393,34.554693926911845,27.921047645012717,1306.1176470588234,988.5852941176471,16.823529411764707,56.83132838495009,43.01497312515997,3.7245968773995393,0.12435385206040626,3.7245968773995393,0.5963488610186837,0.5549513693370873,3.7245968773995393,606.180559326636
77,skywalking,https://github.com/apache/skywalking.git ,0.7167,0.1891,0.0357,7238.0,31612.0,100890.0,546.0,111.0,69.93398076679742,58.81094685456387,14.587279219385614,1.5358273220488334,3.191509553334177,37.610687325308604,31.33474107623227,4182.589743589743,3467.9798534798533,13.256410256410257,72.24136403897255,59.898677717322535,3.191509553334177,0.2440079716563072,3.191509553334177,0.7788975705428268,0.7413238643553006,3.191509553334177,1475.7131638834578
78,byte-buddy,https://github.com/raphw/byte-buddy.git,0.866,0.487,0.2372,7042.0,5455.0,37915.0,106.0,134.0,90.22346471127406,49.035121951219516,21.546825172826914,3.9232390219008,6.950504124656279,74.07672153897634,35.891869732263864,6857.405660377359,3600.1509433962265,66.43396226415095,133.25114573785518,69.9571035747021,6.950504124656279,0.04968487626031148,6.950504124656279,0.8221851512373978,0.7537011915673695,6.950504124656279,463.3740826573967
79,findbugs,https://github.com/findbugsproject/findbugs.git,0.4577,0.0201,0.0004,15270.0,6849.0,45471.0,48.0,262.0,171.09899255365747,51.496565207964174,4.81815392059654,2.634037400238671,6.639071397284275,79.26173538139152,50.47701449703749,27181.520833333332,18379.0625,318.125,190.49686085559935,128.80639509417432,6.639071397284275,0.19461819243685743,6.639071397284275,0.6953409256825819,0.6154737917944234,6.639071397284275,1072.046565774156
80,itextpdf,https://github.com/itext/itextpdf.git,0.8847,0.5419,0.2937,4257.0,8528.0,36886.0,56.0,290.0,149.4874530956848,52.21691854386465,6.006851158348035,1.6670830683461089,4.325281425891182,209.5863967739569,115.39504703457676,40760.08928571428,22825.51785714286,76.01785714285714,267.65537054409003,149.8861397748593,4.325281425891182,0.2249689258911871,4.325281425891182,0.5895426829268372,0.4580382270168842,4.325281425891182,1864.2531444620834
81,mybatis-3,https://github.com/mybatis/mybatis-3.git ,0.8822,0.5344,0.2856,4030.0,3846.0,31027.0,298.0,177.0,53.18278731149246,62.8443623426382,15.605223300431867,2.3437334580197806,8.067342693707749,35.75381539773558,22.232165145016825,1524.8791946308725,947.1744966442953,13.523489932885907,118.15236609464378,73.39001560062403,8.067342693707749,0.372238689547588,8.067342693707749,0.6178133125325044,0.6706266250650053,8.067342693707749,4847.901521216973
82,spark,https://github.com/perwendel/spark.git ,0.9734,0.8737,0.7633,790.0,533.0,2270.0,162.0,165.0,119.70168855534709,55.47333333333333,26.626597718286614,1.7581309368832823,4.258911819887429,47.25142417342229,25.022963088957457,337.28395061728395,193.77777777777777,4.8765432098765435,102.5140712945591,58.8968105065666,4.258911819887429,0.18671669793620999,4.258911819887429,0.7485553470919325,0.6768292682926829,4.258911819887429,44.7248322147651
83,zuul,https://github.com/Netflix/zuul.git,0.9534,0.7877,0.6205,1530.0,1116.0,6509.0,84.0,154.0,73.52508960573476,49.237318840579704,12.600807806575645,1.5878701000811215,5.832437275985663,38.66330594186776,21.107885417549397,2144.8571428571427,1207.2738095238096,18.214285714285715,161.44086021505376,90.87007168458781,5.832437275985663,0.35643369175627126,5.832437275985663,0.7043817204301084,0.5902060931899649,5.832437275985663,289.2098421541318
84,camel,https://github.com/apache/camel.git,0.1385,0.0001,0.0,73596.0,111575.0,688026.0,1427.0,215.0,58.92964373739637,59.261314726700824,4.177373696620486,1.6445021088527143,6.166488908805736,32.240416131675225,18.42753524820064,8793.680448493342,5952.109320252278,51.5739313244569,112.46768541339905,76.12511763387856,6.166488908805736,0.32584257226080926,6.166488908805736,0.6689730674434307,0.5567312570020034,6.166488908805736,7983.216857806623
85,flink,https://github.com/apache/flink.git,0.414,0.0122,0.0001,35893.0,85503.0,333486.0,1893.0,170.0,68.37673531922856,56.769037935110795,3.8480974232003615,1.3218259875385174,3.9002842005543665,43.18782911975661,24.491860234775164,5655.725303750661,3732.172741679873,18.96090861067089,125.21534916903501,82.62871478193748,3.9002842005543665,0.28784461363924346,3.9002842005543665,0.6390820205138993,0.5716466088909097,3.9002842005543665,2164.003929888854
86,j2objc,https://github.com/google/j2objc.git,0.7747,0.279,0.0778,5577.0,11695.0,43212.0,149.0,149.0,83.59640872167593,54.357807120700826,9.227143243006099,1.6593287925555988,3.6949123557075674,378.00493927477686,115.67759956482168,41409.03355704698,15107.23489932886,37.42953020134228,527.5712697734075,192.47353569901668,3.6949123557075674,0.20813518597691527,3.6949123557075674,0.7934330910645553,0.5389080803762275,3.6949123557075674,1057.240592829251
87,netbeans,https://github.com/apache/netbeans.git ,0.6389,0.1064,0.0113,7398.0,192331.0,332944.0,291.0,93.0,70.79024702206092,70.83684216294132,3.2990664526390088,1.1020132111920813,1.7310989908023147,97.9278029517175,11.143786126472252,93338.94158075601,14848.85910652921,25.422680412371133,141.22337012754053,22.46657065163702,1.7310989908023147,0.17436317598305112,1.7310989908023147,0.5079025222143079,0.3320923304096064,1.7310989908023147,29085.409136767765
88,spring-boot,https://github.com/spring-projects/spring-boot.git ,0.598,0.0765,0.0059,35517.0,38973.0,182002.0,1385.0,141.0,69.03522951787134,56.068057002734434,13.323629116885876,1.539990952701081,4.669950991712211,20.977606075391883,9.542470379809005,1522.6541516245488,843.4014440433212,25.644043321299637,54.111205193338975,29.97231416621764,4.669950991712211,0.21551561337334257,4.669950991712211,0.6754127216277868,0.5683829830908462,4.669950991712211,1422.748697986577
89,cassandra,https://github.com/apache/cassandra.git,0.5931,0.0734,0.0054,17674.0,13160.0,106085.0,590.0,191.0,70.05341945288754,52.741557167017994,11.62106411511107,1.5957251629097704,8.061170212765957,77.5887344238447,30.13359190640006,5549.108474576271,2710.9338983050848,29.955932203389832,248.7822188449848,121.53882978723404,8.061170212765957,0.33901686930089847,8.061170212765957,0.6972325227963424,0.4948609422492386,8.061170212765957,605.0479904496617
90,freecol,https://github.com/FreeCol/freecol.git ,0.7139,0.1855,0.0344,16727.0,14533.0,105103.0,79.0,250.0,117.68478634831074,46.80579252083139,6.1702890855902774,1.7736892895124559,7.232023670267667,71.28505532276608,58.354500903046294,30478.07594936709,23321.443037974685,211.73417721518987,165.67590999793572,126.77313699855502,7.232023670267667,0.11578304548269495,7.232023670267667,0.17941925273515444,0.16318585288653406,7.232023670267667,1417.4160351299668
91,jOOQ,https://github.com/jOOQ/jOOQ.git ,0.6657,0.1308,0.0171,13413.0,15079.0,139655.0,114.0,162.0,103.6835333908084,67.14069774911137,13.842418159974581,6.093878668151714,9.261555806087937,291.95131786190893,264.2301465557857,69275.36842105263,62585.070175438595,117.65789473684211,523.7344651502088,473.1545858478679,9.261555806087937,0.07542370183699333,9.261555806087937,0.742951787253798,0.7747231248756556,9.261555806087937,3996.920161019792
92,netty,https://github.com/netty/netty.git ,0.6395,0.107,0.0114,11510.0,10361.0,68940.0,779.0,198.0,114.78457677830325,54.321254239613765,10.328459612773747,2.047934469979143,6.6537978959559885,38.40697107187919,21.445712099631088,1503.8677792041078,787.780487804878,14.775353016688062,113.06949136183766,59.22990058874626,6.6537978959559885,0.24107171122478865,6.6537978959559885,0.7092886786989614,0.6438625615288087,6.6537978959559885,1423.9706238643246
93,castor,https://github.com/castor-data-binding/castor.git,0.8961,0.5777,0.3337,2894.0,16172.0,36701.0,13.0,226.0,178.53221617610686,61.209972634972644,3.693661893661894,1.3754552989882571,2.2694162750432847,70.29038991555069,39.77451245833481,126287.53846153847,86862.07692307692,222.6153846153846,101.51731387583477,69.82482067771457,2.2694162750432847,0.18223979718031755,2.2694162750432847,0.6771722730645504,0.5380095226317034,2.2694162750432847,1450.6089506566366
94,jackson,https://github.com/FasterXML/jackson.git ,0.9557,0.7973,0.6358,2038.0,1971.0,11263.0,54.0,202.0,154.18214104515474,45.84982098102399,76.53747738215318,5.46111266424378,5.714358193810249,122.36215291799112,123.1534957564964,4641.7962962962965,4620.5,37.74074074074074,127.17250126839168,126.58904109589041,5.714358193810249,0.010832572298325715,5.714358193810249,0.8263723997970576,0.8138203957382041,5.714358193810249,414.81286863270776
95,nifi,https://github.com/apache/nifi.git ,0.5581,0.0542,0.0029,10106.0,52025.0,152756.0,689.0,122.0,46.702739067755886,56.97041767506336,5.099379453950213,1.2872093571097196,2.9362037481979817,33.1940116466966,17.589097440104815,5698.253991291727,3341.190130624093,14.667634252539912,75.46558385391639,44.24949543488707,2.9362037481979817,0.15566112445938296,2.9362037481979817,0.49209649207111805,0.3706120134550631,2.9362037481979817,2791.334233282467
96,storm,https://github.com/apache/storm.git,0.7687,0.2685,0.0721,8145.0,11031.0,44512.0,527.0,161.0,93.33614359532227,55.377211734428236,10.705417853784754,1.438762267605524,4.035173601668027,41.29141173824795,18.1093273589923,2175.696394686907,1184.6565464895637,15.455407969639468,103.94270691687063,56.596319463330616,4.035173601668027,0.22688305683982318,4.035173601668027,0.6580391623606214,0.5323016952225538,4.035173601668027,660.5491710625471
97,cayenne,https://github.com/apache/cayenne.git,0.8474,0.4371,0.191,6942.0,33542.0,74952.0,79.0,217.0,131.42996839782958,54.9054912723137,5.430276533191176,1.3409034780188112,2.2345715818973226,22.794946291989703,11.257874224487578,15675.26582278481,9171.87341772152,87.87341772151899,36.919265398604736,21.602110786476658,2.2345715818973226,0.10668546896428795,2.2345715818973226,0.46437481366643907,0.37277413392164543,2.2345715818973226,1708.5536019015115
98,ganttproject,https://github.com/bardsoftware/ganttproject.git ,0.8273,0.3875,0.1501,4641.0,4354.0,93522.0,51.0,174.0,79.18511713367019,50.29048964782914,12.398151425830472,5.924306512529984,21.47955902618282,397.2679789064608,39.11150866563131,150059.58823529413,6977.078431372549,91.0,1757.7030316949931,81.7250803858521,21.47955902618282,0.22542994947174927,21.47955902618282,0.465358291226461,0.4871933853927438,21.47955902618282,18531.69530667991
99,jasperreports,https://github.com/TIBCOSoftware/jasperreports.git ,0.7527,0.2417,0.0584,9971.0,30713.0,122565.0,35.0,254.0,50.51203073617035,54.474807476347515,3.9039443043108735,2.2450977405255723,3.9906554227851396,68.02811848971454,58.04241819683409,89031.82857142857,68286.22857142857,284.8857142857143,101.4591215446228,77.81779702406148,3.9906554227851396,0.06384374694754848,3.9906554227851396,0.4916628137922008,0.49261713281019764,3.9906554227851396,4628.156000527809
100,okhttp,https://github.com/square/okhttp.git ,0.9106,0.6261,0.392,3862.0,5004.0,20465.0,321.0,164.0,63.84312549960032,56.083551116012,17.58561909390486,1.7885770201491744,4.089728217426059,51.15952457263325,32.78201242484886,1614.4672897196263,1084.5171339563863,12.031152647975079,103.56594724220624,69.57034372501998,4.089728217426059,0.15912749800160067,4.089728217426059,0.6155395683453226,0.573998800959232,4.089728217426059,203.70124920601313
101,struts,https://github.com/apache/struts.git ,0.8442,0.4289,0.1839,6853.0,33328.0,85189.0,124.0,227.0,179.69806168987037,60.60350534591997,5.293252209042156,1.3542195330325746,2.5560789726356217,34.25699258525921,25.363488729199933,19120.983870967742,15974.491935483871,55.266129032258064,71.14144263082093,59.43461953912626,2.5560789726356217,0.1172924867978923,2.5560789726356217,0.4538274123859779,0.3897593614978377,2.5560789726356217,1492.2884235480046
102,BiglyBT,https://github.com/BiglySoftware/BiglyBT.git ,0.7202,0.1937,0.0375,5316.0,4703.0,27305.0,27.0,91.0,60.13076759515203,46.069444444444436,6.579168995397065,2.409441288741735,5.8058685945141395,159.62141135850467,22.580169699178843,61504.59259259259,11415.888888888889,196.88888888888889,353.0988730597491,65.53880501807357,5.8058685945141395,0.21619944716138953,5.8058685945141395,0.8517223049117533,0.3824303635977047,5.8058685945141395,3562.889733014977
103,spring-framework,https://github.com/spring-projects/spring-framework.git,0.6581,0.1234,0.0152,29177.0,38986.0,199707.0,1122.0,199.0,111.16767557584774,51.8228688203589,8.067182270526212,1.5937132879397142,5.122531165033601,39.845252501792515,19.979310898537662,3425.120320855615,2011.1532976827095,26.00445632798574,98.57346226850665,57.880110809008364,5.122531165033601,0.26041727799725206,5.122531165033601,0.6282934899707561,0.507576822449078,5.122531165033601,4902.786647666165
104,junit5,https://github.com/junit-team/junit5.git,0.8406,0.4196,0.1761,8885.0,6990.0,44157.0,264.0,112.0,61.99055793991416,53.76091785305494,10.87337276649467,2.073191645869848,6.317167381974249,21.607361843397538,10.781649405253173,1647.5833333333333,817.3181818181819,33.65530303030303,62.22632331902718,30.868669527896994,6.317167381974249,0.23587510729614067,6.317167381974249,0.7231287553648073,0.6468497854077283,6.317167381974249,2051.0241734248284
105,truth,https://github.com/google/truth.git,0.9495,0.7719,0.5958,1866.0,771.0,6452.0,115.0,165.0,97.30090791180285,54.75801071943929,16.029004176239496,2.3845804688262917,8.368352788586252,45.63879785315182,21.185392451787507,1080.2782608695652,596.1652173913044,16.22608695652174,161.13099870298313,88.92217898832685,8.368352788586252,0.22887159533073895,8.368352788586252,0.8451491569390405,0.8118028534370956,8.368352788586252,152.62357954545453
106,guava,https://github.com/google/guava.git,0.8054,0.3389,0.1148,6822.0,5626.0,58723.0,483.0,183.0,53.201386420191966,54.80490516187466,10.838672718838433,2.2520948664440916,10.437788837539992,114.73892558400426,41.308132555086644,3781.8115942028985,1617.7184265010353,14.124223602484472,324.6738357625311,138.8833985069321,10.437788837539992,0.43822396018486764,10.437788837539992,0.7115606114468507,0.6940739424102386,10.437788837539992,2973.4048223350255
107,velocity-engine,https://github.com/apache/velocity-engine.git,0.8917,0.5639,0.318,4420.0,3873.0,18877.0,31.0,292.0,173.1727343144849,57.2674927849928,9.928962655663893,1.9367821924754531,4.873999483604441,56.54383222136901,35.36277830311525,16931.451612903227,14096.41935483871,142.58064516129033,135.52155951458818,112.8295894655306,4.873999483604441,0.1993266201910684,4.873999483604441,0.6249083397882789,0.44553317841466705,4.873999483604441,557.5839870164999
108,hsqldb,https://github.com/hsqldb/hsqldb.git ,,,,1.0,1.0,1.0,1.0,11.0,11.0,,,1.0,1.0,9.0,0.0,9.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,
109,kotlin,,0.0288,0.0,0.0,120434.0,370124.0,1288184.0,998.0,,,,,,,,,,,,,,,,,,,,
110,graal,https://github.com/oracle/graal.git,0.0824,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
111,commons-io,https://github.com/apache/commons-io.git ,0.9294,0.6934,0.4808,,,,,,,,,,,,,,,,,,,,,,,,
112,jspwiki,https://github.com/apache/jspwiki.git,0.8718,0.5035,0.2535,,,,,,,,,,,,,,,,,,,,,,,,
113,poi,https://github.com/apache/poi.git,0.6277,0.0974,0.0095,,,,,,,,,,,,,,,,,,,,,,,,
114,quartz,https://github.com/quartz-scheduler/quartz.git ,0.9724,0.8695,0.756,,,,,,,,,,,,,,,,,,,,,,,,
115,zookeeper,https://github.com/apache/zookeeper.git,0.9047,0.6061,0.3673,,,,,,,,,,,,,,,,,,,,,,,,
116,freeplane,https://github.com/freeplane/freeplane.git ,0.6236,0.0943,0.0089,,,,,,,,,,,,,,,,,,,,,,,,
